Workout Start,Workout End,Exercise,Weight,Reps,Notes,Kcal,Distance,Duration,Category,Name,Bodyweight
2026-04-09 06:33,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-04-09 06:33,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-04-09 06:33,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-04-09 06:33,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-04-09 06:33,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-04-09 06:33,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-04-09 06:33,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-04-08 06:35,2026-04-08 07:08,"Neutral Grip Pulldown",120,10,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Neutral Grip Pulldown",120,10,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Neutral Grip Pulldown",120,10,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Chest supported dumbbell row",40,10,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Chest supported dumbbell row",40,10,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Chest supported dumbbell row",35,12,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Cable Row",100,15,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Cable Row",100,12,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Smitch machine Shrugs",95,10,"",,,,Shoulders,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Incline Curls",20,15,"",,,,Biceps,"Home Pull A2",
2026-04-08 06:35,2026-04-08 07:08,"Hammer Curl",30,9,"",,,,Biceps,"Home Pull A2",
2026-04-05 11:13,2026-04-05 13:12,"Close Grip Smith Machine Press",115,8,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Close Grip Smith Machine Press",115,8,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Close Grip Smith Machine Press",115,5,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-04-05 11:13,2026-04-05 13:12,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-04-04 06:39,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Pull Up",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Pull Up",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Pull Up",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-04-04 06:39,,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-04-04 06:39,,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-04-04 06:39,,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-04-02 09:01,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-04-02 09:01,,"Bench Press",135,9,"",,,,Chest,"Home Push A1",
2026-04-02 09:01,,"Bench Press",135,7,"",,,,Chest,"Home Push A1",
2026-04-02 09:01,,"Bench Press",135,5,"",,,,Chest,"Home Push A1",
2026-04-02 09:01,,"Shoulder Dumbbell Press",40,8,"",,,,Shoulders,"Home Push A1",
2026-04-02 09:01,,"Shoulder Dumbbell Press",40,9,"",,,,Shoulders,"Home Push A1",
2026-04-02 09:01,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-03-25 06:44,,"Neutral Grip Pulldown",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Neutral Grip Pulldown",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Neutral Grip Pulldown",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Chest supported dumbbell row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-03-25 06:44,,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-03-25 06:44,,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-03-25 06:44,,"Incline Curls",,,"",,,,Biceps,"Home Pull A2",
2026-03-25 06:44,,"Hammer Curl",,,"",,,,Biceps,"Home Pull A2",
2026-03-23 06:27,,"Close Grip Smith Machine Press",135,5,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Close Grip Smith Machine Press",135,4,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Close Grip Smith Machine Press",135,4,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Shoulder Dumbbell Press",40,8,"",,,,Shoulders,"Home push A2",
2026-03-23 06:27,,"Shoulder Dumbbell Press",40,9,"",,,,Shoulders,"Home push A2",
2026-03-23 06:27,,"Shoulder Dumbbell Press",40,8,"",,,,Shoulders,"Home push A2",
2026-03-23 06:27,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-03-23 06:27,,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-03-23 06:27,,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-03-23 06:27,,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-03-21 06:36,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Pull Up",0,6,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Pull Up",0,5,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Pull Up",0,5,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Chest supported dumbbell row",35,12,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Chest supported dumbbell row",35,12,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Cable Row",100,15,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Cable Row",100,12,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-03-21 06:36,,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-03-21 06:36,,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-03-21 06:36,,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-03-19 06:36,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-03-19 06:36,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-03-19 06:36,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-03-19 06:36,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-03-19 06:36,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-03-19 06:36,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-03-19 06:36,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-03-07 09:13,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-07 09:13,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-07 09:13,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-07 09:13,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-07 09:13,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-03-07 09:13,,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-03-07 09:13,,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-03-07 09:13,,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-03-04 05:26,2026-03-04 06:06,"One Lat Pull In",40,10,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"One Lat Pull In",40,10,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Pull Up",0,6,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Pull Up",0,5,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Pull Up",0,5,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Chest supported dumbbell row",35,15,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Cable Row",100,15,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Cable Row",100,15,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Cable Row",100,15,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Cable curl",40,10,"",,,,Biceps,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Cable curl",40,10,"",,,,Biceps,"Home Pull A1",
2026-03-04 05:26,2026-03-04 06:06,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-03-02 12:47,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Close Grip Smith Machine Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-02 12:47,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-02 12:47,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-02 12:47,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-03-02 12:47,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-03-02 12:47,,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-03-02 12:47,,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-03-02 12:47,,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-03-01 05:25,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Pull Up",,,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Cable Row",90,10,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-03-01 05:25,,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-03-01 05:25,,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-02-26 05:37,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-26 05:37,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-26 05:37,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-26 05:37,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-26 05:37,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-26 05:37,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-26 05:37,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-22 05:10,,"Neutral Grip Pulldown",100,10,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Neutral Grip Pulldown",100,15,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Neutral Grip Pulldown",100,14,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-02-22 05:10,,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-02-22 05:10,,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-02-22 05:10,,"Incline Curls",,,"",,,,Biceps,"Home Pull A2",
2026-02-22 05:10,,"Hammer Curl",,,"",,,,Biceps,"Home Pull A2",
2026-02-19 09:18,,"Close Grip Smith Machine Press",95,8,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Close Grip Smith Machine Press",95,8,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Close Grip Smith Machine Press",95,8,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-02-19 09:18,,"Shoulder Dumbbell Press",45,8,"",,,,Shoulders,"Home push A2",
2026-02-19 09:18,,"Shoulder Dumbbell Press",45,6,"",,,,Shoulders,"Home push A2",
2026-02-19 09:18,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home push A2",
2026-02-19 09:18,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-02-19 09:18,,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-02-19 09:18,,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-02-19 09:18,,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-02-16 05:10,2026-02-16 09:23,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"One Lat Pull In",,,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Pull Up",0,6,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Pull Up",,,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Chest supported dumbbell row",35,8,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Chest supported dumbbell row",35,8,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Cable Row",90,10,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-02-16 05:10,2026-02-16 09:23,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-02-11 05:50,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-11 05:50,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-11 05:50,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-11 05:50,,"Bench Press",,,"",,,,Chest,"Home Push A1",
2026-02-11 05:50,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-11 05:50,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-11 05:50,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-07 16:20,,"Squat",,,"",,,,Legs,"Legs A1",
2026-02-07 16:20,,"Hip Thrust",,,"",,,,Legs,"Legs A1",
2026-02-07 16:20,,"Dumbbell lunges",,,"",,,,Legs,"Legs A1",
2026-02-07 16:20,,"Calf Raises",,,"",,,,Legs,"Legs A1",
2026-02-05 16:27,,"Bench Press",95,5,"",,,,Chest,"Home Push A1",
2026-02-05 16:27,,"Bench Press",135,7,"",,,,Chest,"Home Push A1",
2026-02-05 16:27,,"Bench Press",155,4,"",,,,Chest,"Home Push A1",
2026-02-05 16:27,,"Bench Press",155,,"",,,,Chest,"Home Push A1",
2026-02-05 16:27,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-05 16:27,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-02-05 16:27,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-01-25 18:13,2026-01-25 22:01,"Neutral Grip Pulldown",100,10,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Neutral Grip Pulldown",100,15,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Neutral Grip Pulldown",100,14,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Cable Row",100,12,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Cable Row",100,,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Cable Row",100,,"",,,,Back,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Incline Curls",,,"",,,,Biceps,"Home Pull A2",
2026-01-25 18:13,2026-01-25 22:01,"Hammer Curl",,,"",,,,Biceps,"Home Pull A2",
2026-01-22 05:25,2026-01-22 14:20,"Close Grip Smith Machine Press",95,10,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Close Grip Smith Machine Press",95,10,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Close Grip Smith Machine Press",95,6,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Shoulder Dumbbell Press",35,8,"",,,,Shoulders,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Shoulder Dumbbell Press",50,6,"",,,,Shoulders,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Shoulder Dumbbell Press",50,6,"",,,,Shoulders,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Shoulder Dumbbell Press",50,6,"",,,,Shoulders,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Incline Dumbbell Press",50,8,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Incline Dumbbell Press",,,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Low to High Cable Flies",,,"",,,,Chest,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Cable lateral raises",,,"",,,,Shoulders,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Cable Tricep Kickbacks",,,"",,,,Triceps,"Home push A2",
2026-01-22 05:25,2026-01-22 14:20,"Cable Crunches",,,"",,,,Abs,"Home push A2",
2026-01-18 09:07,2026-01-18 13:04,"One Lat Pull In",40,10,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"One Lat Pull In",40,10,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Pull Up",0,6,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Pull Up",0,4,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Pull Up",0,5,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Chest supported dumbbell row",35,8,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Chest supported dumbbell row",35,11,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Chest supported dumbbell row",35,10,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Cable Row",,,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Face Pull",,,"",,,,Back,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-01-18 09:07,2026-01-18 13:04,"Reverse cable curl",,,"",,,,Biceps,"Home Pull A1",
2026-01-17 07:21,,"Bench Press",95,5,"",,,,Chest,"Home Push A1",
2026-01-17 07:21,,"Bench Press",155,4,"",,,,Chest,"Home Push A1",
2026-01-17 07:21,,"Bench Press",155,4,"",,,,Chest,"Home Push A1",
2026-01-17 07:21,,"Bench Press",155,4,"",,,,Chest,"Home Push A1",
2026-01-17 07:21,,"Shoulder Dumbbell Press",40,10,"",,,,Shoulders,"Home Push A1",
2026-01-17 07:21,,"Shoulder Dumbbell Press",40,10,"",,,,Shoulders,"Home Push A1",
2026-01-17 07:21,,"Shoulder Dumbbell Press",,,"",,,,Shoulders,"Home Push A1",
2026-01-11 12:30,2026-01-11 13:10,"Neutral Grip Pulldown",100,10,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Neutral Grip Pulldown",100,15,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Neutral Grip Pulldown",100,14,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Chest supported dumbbell row",25,10,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Cable Row",120,10,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Cable Row",,,"",,,,Back,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Smitch machine Shrugs",95,10,"",,,,Shoulders,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Smitch machine Shrugs",,,"",,,,Shoulders,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Incline Curls",,,"",,,,Biceps,"Home Pull A2",
2026-01-11 12:30,2026-01-11 13:10,"Hammer Curl",,,"",,,,Biceps,"Home Pull A2",
